PROJECT INFO
File Path,N15302-KCA-ZZ-ZZ-M3-A-00010_APARTMENTS_detached.rvt
File Name,N15302-KCA-ZZ-ZZ-M3-A-00010_APARTMENTS_detached
Central File Path,"Error extracting central file path: File does not exist.
Parameter name: file"
Export by,m.cubero@karakusevic-carson.com
Export Date,2025-01-14
Export Time,18:53:01
DATA
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 6,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,False,AreaPlan,Level 6,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,False,AreaPlan,Level 6,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 7,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,False,AreaPlan,Level 7,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,False,AreaPlan,Level 7,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 8,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,False,AreaPlan,Level 8,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,False,AreaPlan,Level 8,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 9,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,False,AreaPlan,Level 9,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,False,AreaPlan,Level 9,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,FloorPlan,#_Phase 1A-Key Plan,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,False,FloorPlan,#_Phase 1A-Key Plan,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,False,FloorPlan,#_Phase 1A-Key Plan,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,FloorPlan,WIP_Site Plan,False,Not View Template Assigned,Not in a sheet
739005,Walls-Width-Is Greater Than Or-250,True,True,View Template,ESD-Section-GA-1_100,True,N/A,Not in a sheet
953158,Views-Hide Unreferenced,False,False,View Template,ESD-Section-GA-1_100,True,N/A,Not in a sheet
953159,Trees-Override,True,True,View Template,ESD-Section-GA-1_100,True,N/A,Not in a sheet
1417163,GM-Sill & Lintels,True,True,View Template,ESD-Section-GA-1_100,True,N/A,Not in a sheet
1418955,GM-Hide for Overall Sections & Elevations,True,False,View Template,ESD-Section-GA-1_100,True,N/A,Not in a sheet
1788778,Site-Family Name-Bike,True,False,View Template,ESD-Section-GA-1_100,True,N/A,Not in a sheet
8682907,GM-Plot A Entrance,True,True,View Template,ESD-Section-GA-1_100,True,N/A,Not in a sheet
8772142,GM-Railings,True,True,View Template,ESD-Section-GA-1_100,True,N/A,Not in a sheet
10208423,"Walls-Type Name-Contains-""Ss_25_10""",True,True,View Template,ESD-Section-GA-1_100,True,N/A,Not in a sheet
10208426,"Walls-Comments-Contains-""Lobby""",True,True,View Template,ESD-Section-GA-1_100,True,N/A,Not in a sheet
953158,Views-Hide Unreferenced,True,True,View Template,ESD-Elevation-GA-1_100,True,N/A,Not in a sheet
953159,Trees-Override,True,True,View Template,ESD-Elevation-GA-1_100,True,N/A,Not in a sheet
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,View Template,ESD-Elevation-GA-1_100,True,N/A,Not in a sheet
1788778,Site-Family Name-Bike,True,False,View Template,ESD-Elevation-GA-1_100,True,N/A,Not in a sheet
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,View Template,ESD-Elevation-GA-1_100,True,N/A,Not in a sheet
8772142,GM-Railings,True,True,View Template,ESD-Elevation-GA-1_100,True,N/A,Not in a sheet
11987020,GM-DryRiser,True,False,View Template,ESD-Elevation-GA-1_100,True,N/A,Not in a sheet
12367505,"Walls-TypeName-Equals-""Ss_25_13-WA_1-EW01-Double Lines Podium-M3-1""",True,True,View Template,ESD-Elevation-GA-1_100,True,N/A,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,View Template,ATPCV Level 6 - View Depth Unlimited,True,N/A,Not in a sheet
1788778,Site-Family Name-Bike,True,True,View Template,ATPCV Level 6 - View Depth Unlimited,True,N/A,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,View Template,ATPCV Level 6 - View Depth Unlimited,True,N/A,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,View Template,ATPCV Level 7 - View Depth Unlimited,True,N/A,Not in a sheet
1788778,Site-Family Name-Bike,True,True,View Template,ATPCV Level 7 - View Depth Unlimited,True,N/A,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,View Template,ATPCV Level 7 - View Depth Unlimited,True,N/A,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,View Template,ATPCV Level 8 - View Depth Unlimited,True,N/A,Not in a sheet
1788778,Site-Family Name-Bike,True,True,View Template,ATPCV Level 8 - View Depth Unlimited,True,N/A,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,View Template,ATPCV Level 8 - View Depth Unlimited,True,N/A,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,View Template,ATPCV Level 9 - View Depth Unlimited,True,N/A,Not in a sheet
1788778,Site-Family Name-Bike,True,True,View Template,ATPCV Level 9 - View Depth Unlimited,True,N/A,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,View Template,ATPCV Level 9 - View Depth Unlimited,True,N/A,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,View Template,ATPCV Level 10 - View Depth Unlimited,True,N/A,Not in a sheet
1788778,Site-Family Name-Bike,True,True,View Template,ATPCV Level 10 - View Depth Unlimited,True,N/A,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,View Template,ATPCV Level 10 - View Depth Unlimited,True,N/A,Not in a sheet
1788778,Site-Family Name-Bike,True,False,View Template,Plan-8000-GEA_Basement,True,N/A,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,False,View Template,Plan-8000-GEA_Basement,True,N/A,Not in a sheet
3848791,Floors-SURV,True,False,View Template,Plan-8000-GEA_Basement,True,N/A,Not in a sheet
1788778,Site-Family Name-Bike,True,False,AreaPlan,Level Basement,False,Plan-8000-GEA_Basement,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,False,AreaPlan,Level Basement,False,Plan-8000-GEA_Basement,Not in a sheet
3848791,Floors-SURV,True,False,AreaPlan,Level Basement,False,Plan-8000-GEA_Basement,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,True,AreaPlan,Level Basement,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,False,AreaPlan,Level Basement,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,False,AreaPlan,Level Basement,False,Not View Template Assigned,Not in a sheet
3848791,Floors-SURV,True,False,AreaPlan,Level Basement,False,Not View Template Assigned,Not in a sheet
953159,Trees-Override,True,True,View Template,ESD-Existing-Overall Site Section-1_500,True,N/A,Not in a sheet
6416290,Ducts All,True,True,View Template,ESD-Existing-Overall Site Section-1_500,True,N/A,Not in a sheet
6429114,Signages,True,False,View Template,ESD-Existing-Overall Site Section-1_500,True,N/A,Not in a sheet
8571162,Chimney,True,False,View Template,ESD-Existing-Overall Site Section-1_500,True,N/A,Not in a sheet
8766242,"Walls-Type Name-Contains-""Detail""",True,True,View Template,ESD-Existing-Overall Site Section-1_500,True,N/A,Not in a sheet
8767314,CW-Mullion_SURV,True,False,View Template,ESD-Existing-Overall Site Section-1_500,True,N/A,Not in a sheet
953159,Trees-Override,True,True,View Template,ESD-Proposed-Site Section-1_500,True,N/A,Not in a sheet
1417163,GM-Sill & Lintels,True,True,View Template,ESD-Proposed-Site Section-1_500,True,N/A,Not in a sheet
1788778,Site-Family Name-Bike,True,False,View Template,ESD-Proposed-Site Section-1_500,True,N/A,Not in a sheet
6416290,Ducts All,True,True,View Template,ESD-Proposed-Site Section-1_500,True,N/A,Not in a sheet
6429114,Signages,True,False,View Template,ESD-Proposed-Site Section-1_500,True,N/A,Not in a sheet
8571162,Chimney,True,False,View Template,ESD-Proposed-Site Section-1_500,True,N/A,Not in a sheet
8766242,"Walls-Type Name-Contains-""Detail""",True,True,View Template,ESD-Proposed-Site Section-1_500,True,N/A,Not in a sheet
8772068,"Doors-Family Name-Contains-""Gate""",True,True,View Template,ESD-Proposed-Site Section-1_500,True,N/A,Not in a sheet
8772142,GM-Railings,True,True,View Template,ESD-Proposed-Site Section-1_500,True,N/A,Not in a sheet
8916559,"Doors-Family Name-Contains-""M31"" OR ""M3-1""",True,True,View Template,ESD-Proposed-Site Section-1_500,True,N/A,Not in a sheet
832140,Structural Floors,True,True,View Template,ESD-Detail Section-1_50_Bay Study,True,N/A,Not in a sheet
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,View Template,ESD-Detail Section-1_50_Bay Study,True,N/A,Not in a sheet
9282646,GM-Lintel-Pr_20_85-GM_Lintel_Rectangular-Type_1-M3-2,True,True,View Template,ESD-Detail Section-1_50_Bay Study,True,N/A,Not in a sheet
953159,Trees-Override,True,True,Section,ZZ-20003_7,False,ESD-Existing-Overall Site Section-1_500,Not in a sheet
6416290,Ducts All,True,True,Section,ZZ-20003_7,False,ESD-Existing-Overall Site Section-1_500,Not in a sheet
6429114,Signages,True,False,Section,ZZ-20003_7,False,ESD-Existing-Overall Site Section-1_500,Not in a sheet
8571162,Chimney,True,False,Section,ZZ-20003_7,False,ESD-Existing-Overall Site Section-1_500,Not in a sheet
8766242,"Walls-Type Name-Contains-""Detail""",True,True,Section,ZZ-20003_7,False,ESD-Existing-Overall Site Section-1_500,Not in a sheet
8767314,CW-Mullion_SURV,True,False,Section,ZZ-20003_7,False,ESD-Existing-Overall Site Section-1_500,Not in a sheet
953159,Trees-Override,True,True,Section,2ZZ-20010-5_Existing Site Section EE,False,ESD-Existing-Overall Site Section-1_500,Not in a sheet
6416290,Ducts All,True,True,Section,2ZZ-20010-5_Existing Site Section EE,False,ESD-Existing-Overall Site Section-1_500,Not in a sheet
6429114,Signages,True,False,Section,2ZZ-20010-5_Existing Site Section EE,False,ESD-Existing-Overall Site Section-1_500,Not in a sheet
8571162,Chimney,True,False,Section,2ZZ-20010-5_Existing Site Section EE,False,ESD-Existing-Overall Site Section-1_500,Not in a sheet
8766242,"Walls-Type Name-Contains-""Detail""",True,True,Section,2ZZ-20010-5_Existing Site Section EE,False,ESD-Existing-Overall Site Section-1_500,Not in a sheet
8767314,CW-Mullion_SURV,True,False,Section,2ZZ-20010-5_Existing Site Section EE,False,ESD-Existing-Overall Site Section-1_500,Not in a sheet
953159,Trees-Override,True,True,Section,ZZ-20013_3,False,ESD-Proposed-Site Section-1_500,Not in a sheet
1417163,GM-Sill & Lintels,True,True,Section,ZZ-20013_3,False,ESD-Proposed-Site Section-1_500,Not in a sheet
1788778,Site-Family Name-Bike,True,False,Section,ZZ-20013_3,False,ESD-Proposed-Site Section-1_500,Not in a sheet
6416290,Ducts All,True,True,Section,ZZ-20013_3,False,ESD-Proposed-Site Section-1_500,Not in a sheet
6429114,Signages,True,False,Section,ZZ-20013_3,False,ESD-Proposed-Site Section-1_500,Not in a sheet
8571162,Chimney,True,False,Section,ZZ-20013_3,False,ESD-Proposed-Site Section-1_500,Not in a sheet
8766242,"Walls-Type Name-Contains-""Detail""",True,True,Section,ZZ-20013_3,False,ESD-Proposed-Site Section-1_500,Not in a sheet
8772068,"Doors-Family Name-Contains-""Gate""",True,True,Section,ZZ-20013_3,False,ESD-Proposed-Site Section-1_500,Not in a sheet
8772142,GM-Railings,True,True,Section,ZZ-20013_3,False,ESD-Proposed-Site Section-1_500,Not in a sheet
8916559,"Doors-Family Name-Contains-""M31"" OR ""M3-1""",True,True,Section,ZZ-20013_3,False,ESD-Proposed-Site Section-1_500,Not in a sheet
953158,Views-Hide Unreferenced,True,False,View Template,ESD-Elevation-GA-1_250,True,N/A,Not in a sheet
953159,Trees-Override,True,True,View Template,ESD-Elevation-GA-1_250,True,N/A,Not in a sheet
953169,"Mech Equipment-Family Name-Contains-""Lintel""",True,True,View Template,ESD-Elevation-GA-1_250,True,N/A,Not in a sheet
1788778,Site-Family Name-Bike,True,False,View Template,ESD-Elevation-GA-1_250,True,N/A,Not in a sheet
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,View Template,ESD-Elevation-GA-1_250,True,N/A,Not in a sheet
8772142,GM-Railings,True,True,View Template,ESD-Elevation-GA-1_250,True,N/A,Not in a sheet
739005,Walls-Width-Is Greater Than Or-250,True,True,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
953158,Views-Hide Unreferenced,True,False,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
953168,Views-Hide Core Elevations,True,False,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,True,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
3848791,Floors-SURV,True,False,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
3868818,Views-Hide Sketch Views,True,False,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
6150231,GM-Text Notes,True,False,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
6221697,Section - Phase 1A,True,False,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
7600578,GM-Lifts,True,True,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
8136142,Section - Site (1),True,False,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
8533183,Elevation - 1_250,True,False,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
8682907,GM-Plot A Entrance,True,True,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
8775801,GM-Wheelchair Transfer,True,True,FloorPlan,#_Level 0_OR,False,Not View Template Assigned,Not in a sheet
6135489,"Levels-Scope Box-Equals-""XX-Levels""",True,False,View Template,ESD-Proposed-Section-1_50_Int_Detail,True,N/A,Not in a sheet
6492699,"Levels-Workset-Equals-""KCA-03 Planning_Outline Link""",True,False,View Template,ESD-Proposed-Section-1_50_Int_Detail,True,N/A,Not in a sheet
6511070,Levels - Phase 1A,True,True,View Template,ESD-Proposed-Section-1_50_Int_Detail,True,N/A,Not in a sheet
953158,Views-Hide Unreferenced,True,False,View Template,RCP-Proposed_1_50,True,N/A,Not in a sheet
953158,Views-Hide Unreferenced,True,False,CeilingPlan,Level 0_Reflected Ceiling Plan,False,RCP-Proposed_1_50,Not in a sheet
739005,Walls-Width-Is Greater Than Or-250,True,True,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
953158,Views-Hide Unreferenced,True,False,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
953168,Views-Hide Core Elevations,True,False,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,True,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
3848791,Floors-SURV,True,False,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
3868818,Views-Hide Sketch Views,True,False,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
6150231,GM-Text Notes,True,False,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
6221697,Section - Phase 1A,True,False,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
7600578,GM-Lifts,True,True,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
8136142,Section - Site (1),True,False,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
8533183,Elevation - 1_250,True,False,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
8682907,GM-Plot A Entrance,True,True,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
8775801,GM-Wheelchair Transfer,True,True,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
8775803,GM-Riser,True,True,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
10153886,GM-Lobby_Cad_Pattern,True,False,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
10208426,"Walls-Comments-Contains-""Lobby""",True,True,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
11358013,"Floors-Type Name-Contains-""Concept550""",True,False,AreaPlan,Level 0,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 1,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,True,AreaPlan,Level 1,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,AreaPlan,Level 1,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 2,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,True,AreaPlan,Level 2,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,AreaPlan,Level 2,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 3,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,True,AreaPlan,Level 3,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,AreaPlan,Level 3,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 4,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,True,AreaPlan,Level 4,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,AreaPlan,Level 4,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 5,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,True,AreaPlan,Level 5,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,AreaPlan,Level 5,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 6,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,True,AreaPlan,Level 6,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,AreaPlan,Level 6,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 7,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,True,AreaPlan,Level 7,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,AreaPlan,Level 7,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 8,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,True,AreaPlan,Level 8,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,AreaPlan,Level 8,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 9,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,True,AreaPlan,Level 9,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,AreaPlan,Level 9,False,Not View Template Assigned,Not in a sheet
1788759,"Property Lines-Name-Equals-""Site Boundary""",True,False,AreaPlan,Level 10,False,Not View Template Assigned,Not in a sheet
1788778,Site-Family Name-Bike,True,True,AreaPlan,Level 10,False,Not View Template Assigned,Not in a sheet
1909932,"Site-Family Name-Contains-""Bin""",True,True,AreaPlan,Level 10,False,Not View Template Assigned,Not in a sheet
739005,Walls-Width-Is Greater Than Or-250,True,True,FloorPlan,#_Level 0 Copy 1,False,Plan-GA-1_100 Planning,Not in a sheet
953158,Views-Hide Unreferenced,True,False,FloorPlan,#_Level 0 Copy 1,False,Plan-GA-1_100 Planning,Not in a sheet
953168,Views-Hide Core Elevations,True,False,FloorPlan,#_Level 0 Copy 1,False,Plan-GA-1_100 Planning,Not in a sheet
